Solar_Exposure,Wind_Speed,Government_Subsidy,Electricity_Price,Population_Density,Urbanization_Rate,Household_Income,Awareness_Programs,Grid_Accessibility,Region,Adoption_Status
4.990195483625659,7.198691350060029,16293.49256788989,0.4153833881511081,1841.8372720479679,84.11221285328357,76276.8559218209,High,Moderate,Urban,High
4.176822222738249,5.855362719236444,17723.248248791293,0.4693974015528659,1989.5593244574802,36.89350702617081,46921.147735792794,Medium,Easy,Suburban,Medium
5.521563373117756,4.291278463392761,2276.264009002569,0.29021392899953535,375.54329007740466,80.44080815274808,78001.65942227398,Low,Easy,Suburban,Medium
4.954506642801165,11.20263929928584,17326.760054073435,0.41548093091410865,327.138193397027,74.02515804701024,95933.47597364402,High,Moderate,Urban,Medium
5.408638818082924,3.438063812183625,15993.87485463327,0.24838447379349315,1406.0144771982125,65.63850048917917,82241.48057088783,High,Moderate,Suburban,Low
3.6428641655009386,10.922209365850597,5352.626591553444,0.39297107701685585,936.6874737746946,70.59697065356286,61337.18060883666,Medium,Difficult,Urban,High
5.25574023344951,6.355753680893182,19735.30527770974,0.47421199801481195,836.7041314189781,82.65292991799839,27006.61553818552,Low,Moderate,Rural,Medium
3.6691508220778375,7.678589284906884,5399.531291519955,0.38257046185684984,807.1504562551078,61.90313315577834,53315.01491760263,High,Moderate,Suburban,Medium
3.7352759572154572,8.40006483158496,4156.123620182267,0.19735257504466577,1758.9869538467742,59.041473384676024,50908.94233783197,Medium,Moderate,Rural,Medium
5.718791709771118,5.708210414125392,16631.59909498682,0.3441542107290225,1649.5516236977703,37.69459881120495,93030.87677083357,Low,Easy,Rural,Low
3.02119080383192,4.4797215386910585,17335.656304410957,0.3970881450476704,1972.6999508132453,35.91844800291585,35524.02636764392,Low,Moderate,Rural,Low
4.779577400132396,4.28929787392426,10966.324199317556,0.2075432702145358,1401.5009493284722,89.42291494375624,89113.88685774569,Low,Difficult,Rural,Low
5.897749824073303,4.847140869568699,17208.69734671506,0.49291635480586315,538.5489969985415,86.78414681621723,45725.00566193457,High,Difficult,Suburban,High
5.614112049249453,3.447362275174417,11196.63352185822,0.4293622305288123,1162.1542800716,89.24815916616257,48230.76876458796,Low,Difficult,Urban,High
2.867928227335096,5.247529520766156,8285.206901814556,0.4953258729163522,971.9245365875983,32.713354874156465,44510.95327734655,High,Moderate,Rural,Medium
2.149142066444373,3.6689847411224616,2565.175041735171,0.4468302347488178,835.3232690465667,89.1727280049929,50100.53861260478,Low,Moderate,Rural,Low
2.207949514491359,3.7367701731767875,13783.336214653875,0.312198297076585,1290.1816364855924,76.69087340516847,50235.76305379286,Medium,Moderate,Rural,Medium
5.16732276439795,7.273896533781512,11175.057787643718,0.16492381852362564,804.6093863522356,83.45058714630062,66354.14198268349,Low,Difficult,Suburban,Low
5.9829209967201,11.142494555953391,3468.18387785703,0.43809893323554483,523.630225281874,37.95904439487892,39968.38608027727,Low,Easy,Suburban,Low
4.493336854315687,8.633101134908674,3838.4706005306252,0.32565058067107017,341.53331921028143,30.449134526538,49016.320753466214,Low,Difficult,Rural,Medium
5.556477365660282,5.546490843344464,12700.246318443584,0.2771911735909168,1225.7564979323918,70.8424421240262,42342.27054632223,High,Easy,Suburban,High
4.30700314728801,3.361399288285535,17213.3883360416,0.40841195356451554,1767.0067424209371,39.403571926543144,67094.29112506793,High,Moderate,Rural,High
2.5788384221028346,9.372924850402361,19842.17123312001,0.34400897501382866,109.5934696771197,73.7626965229195,46671.93324335285,Medium,Easy,Urban,High
3.122651486255796,3.1097574474635383,19154.81427662348,0.4250547456844169,1623.6423313611117,50.19051921926443,95159.15667426144,Medium,Moderate,Urban,Medium
3.855455963718989,8.908697854112088,1490.7255066382152,0.4497868428588272,1185.5395589489146,31.198836059209565,59072.54634524839,Low,Moderate,Rural,Low
5.334978103173718,3.2609673687932874,7428.8938024701465,0.23244566805987787,734.3863537787942,55.50966672241685,98671.30725570717,Low,Easy,Rural,Medium
3.3246585805977307,7.642895336560475,7416.05980890466,0.3448136688470389,1417.9053999640007,67.8821104788305,38145.548112929624,Medium,Moderate,Suburban,Low
4.955209856187588,6.750057970876212,13754.371982819142,0.46578912761255076,126.21167176969641,88.48118773617333,26814.28339480031,Low,Easy,Suburban,High
5.118187406889988,6.346617961111104,5151.999876061183,0.26763418007161627,509.18534642017465,73.62800867982114,29995.259020198013,High,Moderate,Rural,Low
3.647809747613069,11.70619843413667,14809.497774453559,0.30692011107936656,1345.0379099786544,76.86892146771123,23158.072986358355,Medium,Difficult,Rural,Low
4.2269481083773375,3.8106784354666043,1894.52625235663,0.2177741842096814,661.1678420429979,71.93016954492417,47227.974577563706,Low,Difficult,Rural,Low
3.156416607918672,8.306111146560495,9404.260879608302,0.3800570445448216,1329.583732863647,42.72612046443246,32107.434451684094,Low,Easy,Rural,Medium
5.809050656917002,4.907125563141591,11286.515989740617,0.49825704691552086,1192.832545549066,69.42351372082877,65546.98063563347,Medium,Easy,Suburban,High
5.573235172427873,11.656733231677991,19699.00048055241,0.4680256370849385,1129.524637340407,56.108879684107094,51308.21545306072,Low,Moderate,Rural,Low
3.1188087775251288,11.372663234490375,7923.698577509621,0.460301458505492,1290.3530338613177,45.38559562799389,60525.87774144884,High,Easy,Suburban,Low
4.978293051918941,5.181948808607084,7961.962533703737,0.20486127781328733,1509.0361059893103,73.17863840029183,64920.70693577233,Medium,Easy,Suburban,Medium
5.840666112418665,10.951063329606496,12789.602105256277,0.3971179991389485,1692.4208105393002,44.80364829908628,65239.46232520173,High,Moderate,Suburban,Low
3.7725241345475937,9.957882435789568,7006.469289386572,0.16902541593889478,769.9260828751782,46.21214499699542,23802.323721056284,Medium,Easy,Suburban,Low
5.0237172268524075,8.402651189255725,11384.562113667189,0.20494136894911252,1441.9744375652492,66.05899501708294,71206.55371902543,Low,Difficult,Rural,High
5.9673511625341025,6.3020454512171735,5771.082808598785,0.25698262801306027,1089.5553789583373,80.71516855452299,39174.09756512272,High,Moderate,Urban,Low
4.006417111835109,11.34773424728725,19168.963215927517,0.2892856358733199,1518.7259502538554,56.82463773663416,70028.5775445165,Low,Difficult,Suburban,Low
2.5665485010468925,10.196893160729505,10224.771003483318,0.20423925165045775,267.391252750546,56.514148991495034,75111.86712278561,High,Difficult,Suburban,Medium
2.7566007978595266,6.420167558719422,5131.5216285220995,0.3073780911255025,1289.3742487338618,64.0354714172305,82173.50378206883,Low,Easy,Urban,Medium
2.304238428732413,9.259503622666408,16647.71198574409,0.13330825932165036,1845.8263234423193,75.17942169185753,98345.19621535954,Low,Easy,Rural,Low
4.012707355122458,4.953465540556293,5831.639372198992,0.23106477986113916,878.1745553154257,55.19887315697084,49215.13738155707,High,Difficult,Rural,Medium
